key,jp,vi
Text/18a4/text,はぁっ…はぁっ…すごく濃いのがいっぱい…こ、今度は…一緒にイけましたね…,Haa... haa... tinh trùng đậm đặc đầy... l-lần này... ra cùng nhau rồi...
Text/18a5/text,いつも終わった後はぐったりしちゃいます…はぁ…心地よい疲れというか…,Xong lúc nào cũng rã rời... haa... như kiểu mệt mà sướng...
Text/18a6/text,ふぅぅ…少しこのままで…いさせてください…,Mmm... Hãy để em như thế này một lúc nhé.
Text/18a7/text,…,...
Text/18a8/text,…時々、あなたと一緒に過ごす電車の中の日常が、ずっと続けばいいのにって思うんです…,...Đôi khi em ước cuộc sống thường ngày trên tàu với anh sẽ kéo dài mãi...
Text/18a9/text,現実では…気がかりなことが多いですし、いつも明日のことを心配しなければいけないし…側には誰もいなかったから…,"Ngoài đời... có nhiều lo toan, lúc nào cũng phải lo ngày mai... bên cạnh chẳng có ai..."
Text/18aa/text,自分は寂しがり屋じゃないって思ってたんですけど…全然違いました…今この瞬間が、すごく幸せで…,"Em tưởng mình không cô đơn... nhưng hoàn toàn không phải. Khoảnh khắc này, thực sự hạnh phúc..."
Text/18ab/text,怜奈が身体を預けてくると、温かな温もりが伝わってくる。,"Khi Reina dựa sâu hơn vào tôi, một hơi ấm nhẹ nhàng lan tỏa khắp cơ thể tôi."
Text/18ac/text,でもやっぱり…この電車は不便ですよね。ガタガタ揺れますし…座席も硬いですし…,Nhưng vẫn... Chuyến tàu này không thoải mái chút nào. Tất cả những tiếng lạch cạch... Và những chiếc ghế rất cứng.
Text/18ad/text,…ですから…出られたら…,...Nên... nếu ra được...
Text/18ae/text,…私たち、一緒に暮らしませんか…？,Anh có muốn sống cùng nhau không?
Text/18af/text,暖かいお部屋で、ふかふかのベッドの上で…目が覚めたらいつもあなたがそこにいるんです…,"Trong căn phòng ấm áp, trên chiếc giường êm ái... Khi anh thức dậy, em sẽ luôn ở ngay trước mặt anh."
Text/18b0/text,一緒にご飯を食べて、デートしながら毎日を過ごす生活…,"Ăn cùng nhau, hẹn hò, trải qua mỗi ngày như thế..."
Text/18b1/text,そうしたら…今までよりずっとずっと、頑張って…前を向いて…生きていける気がするんです…,Nếu chúng ta có được điều đó... em cảm thấy như mình có thể tìm thấy thêm sức mạnh để tiếp tục hơn những gì em từng tưởng tượng.
Text/18b2/text,怜奈の突然の提案に、僕はじっと彼女の目を見つめる。,"Đề xuất đột ngột của Reina, tôi nhìn thẳng vào mắt cô ấy."
Choice/18b3/text,…想像するだけで最高じゃないか。,...Chỉ nghĩ thôi đã sướng rồi.
Choice/18b4/text,そのために、必ず…,"Vì thế, nhất định..."
Text/18b5/text,怜奈は僕の胸をつんと突きながら微笑む。,chọc nhẹ vào ngực tôi rồi mỉm cười.
Text/18b6/text,ふふっ…そのためには、ここから出ることが先だって…そう言うつもりでしょう？,Hì hì... muốn thế thì phải ra khỏi đây trước... anh định nói thế đúng không?
Text/18b7/text,その日を本当に楽しみにしてますから。頑張りましょうね。私たち。,Em thực sự mong chờ đến ngày đó lắm đấy. Cả hai chúng ta cùng cố gắng nhé anh.
Text/18b8/text,そう言って、しばらく二人で揺れる車窓の外を眺める。,"Nói xong, hai đứa cùng nhìn ra ngoài cửa sổ rung lắc."
Text/18b9/text,束の間の休息だったけど、色々なことを考えた時間だった。これが夢じゃなければいいのに…,"Nghỉ ngơi chốc lát, nhưng là lúc nghĩ nhiều chuyện. Giá mà không phải mơ..."
Text/18ba/text,必ずここから脱出して、怜奈と当たり前の日常を過ごせるように…,Tôi hy vọng chúng ta có thể thoát khỏi nơi này... và cùng cô ấy tận hưởng một cuộc sống bình thường...
Text/ccf/text,終点に到着しましたけど。特に変わったところは見当たりませんね。,Chúng em đã đến Nhà ga. Không có gì có vẻ đặc biệt đặc biệt về nó.
Choice/cd0/text,そうだね。おかしいな…,Vâng. Điều đó thật kỳ lạ...
Choice/cd1/text,ヒントは確か怜奈の…,Gợi ý hình như là của Reina...
Text/cd2/text,私のことですか？どんなヒントだったんでしょう？,Em ạ? Gợi ý gì thế?
Choice/cd3/text,舞と探索してた時に、見つけたんだけど…,"Lúc thám hiểm với Mai, tìm thấy..."
Text/cd4/text,舞と一緒の時に手に入れた水着のことを怜奈に話す。,Tôi kể cho Reina về bộ đồ bơi có được khi ở với Mai.
Text/cd5/text,そうだったんですね、舞さんとの探索で得たヒント…,"Ra vậy, gợi ý từ lần thám hiểm với Mai-san..."
Text/cd6/text,……あの、どうでしたか？,"...Ừm, thế nào rồi?"
Choice/cd7/text,どうって？,Sao là sao?
Text/cd8/text,舞さんの水着姿ですよ。きっとすごかったんでしょうね…？目が離せないくらい。,Dáng Mai mặc đồ bơi đó. Chắc tuyệt lắm ha...? Đến mức không rời mắt.
Choice/cd9/text,……(黙り込む),...(Im lặng)
Choice/cda/text,彼女はスタイルいいから、よく似合ってたよ。,Cô ấy có dáng người đẹp nên nó rất hợp với cô ấy.
Text/cdb/text,…,...
Text/cdc/text,へー…,Hừ...
Text/cdd/text,…そうですか。,Có phải vậy không?
Text/cde/text,(水着…私より舞さんが先に…),(Đồ bơi... Mai-san đi trước em...)
Choice/cdf/text,……？怜奈？,...? Reina?
Choice/ce0/text,どうしたの？,Sao thế?
Text/ce1/text,な、なんでもないです。,K-không có gì ạ.
Text/ce2/text,…それより、私もう少し見て回りますね。,...Thôi em đi xem quanh thêm chút.
Text/ce3/text,…,...
Text/ce4/text,…,...
Text/ce5/text,ここには何もないみたいですし…,Không có gì ở đây...
Text/ce6/text,…,...
Text/ce7/text,…,...
Text/ce8/text,ここも…,Đây cũng...
Choice/ce9/text,怜奈…,...
Text/cea/text,何もないですね。,Chẳng có gì cả.
Text/ceb/text,やっぱりただの終点だったみたいですね…,Quả nhiên chỉ là ga cuối thường thôi...
Choice/cec/text,…もしかして、怒ってる？,...Có phải em đang giận không?
Text/ced/text,……え？急に何をおっしゃるんですか。,...Hả? Anh tự nhiên nói gì thế.
Text/cee/text,私は何ともありませんけど。,Em có làm sao đâu.
Choice/cef/text,そんなわけ…,Sao được...
Choice/cf0/text,顔に出てるよ。,Viết hết lên mặt rồi kìa.
Text/cf1/text,……？私の表情が？,...? Mặt em?
Choice/cf2/text,前はいつも無表情だと思ってたけど…,"Anh đã từng nghĩ em luôn vô cảm, nhưng..."
Choice/cf3/text,怜奈と一緒にいるうちに、分かるようになったんだ。,"Ở bên em, tôi đã học được cách đọc em."
Text/cf4/text,…,...
Choice/cf5/text,今のその表情は…,Cái mặt lúc này là...
Choice/cf6/text,すごく嫉妬してるってことだよね。,Ghen tuông ghê lắm đúng không.
Text/cf7/text,…,...
Text/cf8/text,(ど、どうして…？！),(S-sao anh biết...?!)
Text/cf9/text,なっ…何を…その、何をおっしゃっているんですか？私がどうして嫉妬なんて…,Ờ... g-gì thế... anh nói gì vậy? Sao em phải ghen...
Choice/cfa/text,はい、これ。,Đây nè.
Text/cfb/text,……これは？,...Nó là gì vậy?
Choice/cfc/text,この水着に書いてあった数字を辿ってきたんだ。,Anh đi theo con số ghi trên đồ bơi này.
Text/cfd/text,黒いビキニですね…これはどこで？,Một bộ bikini màu đen... Anh lấy cái này ở đâu?
Choice/cfe/text,舞がくれたんだ。怜奈に似合うだろうって。,đưa anh. Nói chắc hợp với em.
Choice/cff/text,もちろん、僕もそう思う。,Và tôi đồng ý với cô ấy.
Text/d00/text,そうですか…舞さんが…,em hiểu rồi... Mai đã...
Choice/d01/text,でも、怜奈は人に見られたら、恥ずかしがるだろうから…,"Nhưng tôi biết cậu sẽ rất xấu hổ nếu có ai khác nhìn thấy cậu trong bộ đồ đó, nên..."
Choice/d02/text,わざと何もない終点に寄ったんだ。,Anh cố tình chọn ga cuối chẳng có gì.
Text/d03/text,え、えっ…？じゃあここは最初から何もない終点なんですか？,"Ể, hả...? Vậy ra từ đầu này chẳng có gì hả?"
Choice/d04/text,ここなら二人きりだから。,Vì ở đây chỉ có hai đứa mình.
Text/d05/text,うっ…そんな…,Ự... thế mà...
Text/d06/text,…いつの間にそんなに私のこと、わかるようになったんですか。,...Sao anh hiểu em đến thế rồi.
Text/d07/text,私のこんな性格を隠そうとして、どれだけ頑張ってきたことか…,em đã cố gắng rất nhiều để che giấu tính cách... kém hấp dẫn của mình...
Choice/d08/text,隠そうと必死になってる怜奈の表情を見るのが楽しくて…,Nhìn mặt em cố giấu buồn cười quá...
Text/d09/text,えっ！？あ……あんまりじゃないですか、そんな…！,"Ể!?... Ác quá nha, thế mà...!"
Text/d0a/text,…はぁ…もうあなたには敵いませんね。,...Haa... em cho là em không thể thắng được anh nữa rồi.
Text/d0b/text,…これ、着てほしいんですよね？こんなに布面積の小さいビキニ…,...Muốn em mặc cái này đúng không? Bikini ít vải thế...
Text/d0c/text,普段なら絶対に着ませんけど…,Bình thường nhất định em không mặc...
Text/d0d/text,ちょうど…私好みのデザインなので、今回も負けてあげますね…？,Nhưng... đúng gu em nên lần này cũng chịu thua nhé...?
Text/d0e/text,少し…後ろを向いてください。,Quay mặt đi chút...
Text/d0f/text,…,...
Text/d10/text,どうですか？布の面積、思ったより小さいですけど…,Sao nào? Vải ít hơn tưởng tượng...
Text/d11/text,本当に…こんな格好がお好きなんですか？,Anh thật sự thích đồ thế này sao?
Choice/d12/text,……(無言で親指を立てる),...(Giơ ngón cái không nói)
Text/d13/text,ビキニを着たのは初めてで…心配でしたけど、それならよかったです。,em lo lắng vì đây là lần đầu tiên em mặc bikini... em rất vui vì anh thích nó.
Text/d14/text,…だからって、そんなに穴が開くほど見ないでください、恥ずかしいですから…,"...Dù thế cũng đừng nhìn chằm chằm thế, ngượng lắm..."
Text/d15/text,こんな格好でビーチを歩くことを考えると…,Nghĩ tới cảnh mặc thế này đi biển...
Choice/d16/text,それはいろんな意味で大変なことになりそうだね。,Đó sẽ là rắc rối theo nhiều cách.
