Type,EventID,Korean,Vietnamese,SourceFile,Line
narration,ea3,"마이의 고개를 양 손으로 거칠게 잡아 내 얼굴로 이끈다.","Tôi túm mặt Mai kéo về phía mình.",e_semen.dtl,92
narration,ea4,"갑작스런 딥 키스에 마이는 깜짝 놀라 내 어깨를 강하게 쥔다.","Giật mình trước nụ hôn sâu bất ngờ, Mai ôm chặt lấy vai tôi.",e_semen.dtl,93
mai,ea5,"츄..츄읏..읍..우웃..","Chụt... chụt... ưm... ừm...",e_semen.dtl,94
mai,ea6,"프하.. 뭐야, 질투한 거야?","Phụt ha... gì thế, ghen à...?",e_semen.dtl,95
mai,ea7,"이렇게.. 격하게.. 응웃.. 츄..","Thế này... mãnh liệt... ưm... chụt...",e_semen.dtl,96
mai,ea8,"응.. 쥬우웁.. 이렇게나 커져선..","Mm... sụp... khó quá...",e_semen.dtl,97
mai,ea9,"무척 강하게 껴안고선.. 갑자기 뭐야.","Ôm tôi thật chặt... đột nhiên có chuyện gì xảy ra với anh vậy?",e_semen.dtl,98
mai,eaa,"헤헤, 설마 이 모습을 보고 흥분한 거야?","Hehe, không lẽ thấy cảnh này nên hứng?",e_semen.dtl,99
choice,eab,"아니, 나의 냄새로 덮으려는 거야.","Không, anh phủ mùi của mình lên.",e_semen.dtl,100
choice,eac,"다른 남자들이 확실히 알 수 있도록.","Để thằng khác... thấy rõ.",e_semen.dtl,101
mai,ead,"..!","...!",e_semen.dtl,102
mai,eae,"...헤..헤헤.. 그렇구나. 내 온몸에 다른 수컷의 냄새마저 모두 덮힐 정도로..","...Hê... hê... ra thế. Phủ hết mùi đực khác trên người em...",e_semen.dtl,103
mai,eaf,"잔뜩.. 잔뜩 뿌려 줄 생각이구나. 너무 남자답잖아.","Anh sẽ bao bọc tôi... khắp nơi. Cậu nam tính quá.",e_semen.dtl,104
mai,eb0,"좋아.. 너의 크고 듬직한 자지로..","Được... bằng cặc to khỏe của cậu...",e_semen.dtl,105
mai,eb1,"다른 허접 정액 따위 흔적조차 남지 않게. 내 몸에 전부 뒤덮어 줘..","Đến mức tinh trùng nhỏ nhen khác không còn vết. Phủ hết cơ thể em...",e_semen.dtl,106
mai,eb2,"..으응..쥬웁..","...Mmm... úp...",e_semen.dtl,112
mai,eb3,"더.. 더 키스해줘. 모든 생각이 날아가게.","Hơn nữa... Hôn tôi nhiều hơn nữa. Cho đến khi tôi không thể nghĩ được điều gì khác.",e_semen.dtl,113
mai,eb4,"후후.. 응. 뜨거운게. 배에 닿고 있어.","Fufu... ừ. Có gì đó nóng hổi. Nó đang ép vào bụng tôi.",e_semen.dtl,114
mai,eb5,"이렇게 커진 건 처음 봐.. 정말 진심이구나?","Tôi chưa bao giờ thấy cậu khó khăn như vậy trước đây... Cậu thực sự nghiêm túc phải không?",e_semen.dtl,115
mai,eb6,"뜨거운 자지에서.. 누구에게도 날 넘기지 않겠다는 각오가 느껴져..","Từ cặc nóng... cảm nhận được quyết không trao em cho ai...",e_semen.dtl,116
mai,eb7,"으응.. 좋아. 원하는 대로 해 줘..","Ừm... tốt... tùy anh...",e_semen.dtl,117
mai,eb8,"잔뜩 젖은 보지 안에 네 단단한 자지로. 자궁 깊은 곳에.","Trong lồn em đã sẵn sàng... cặc cứng của anh... tới tận tử cung...",e_semen.dtl,118
mai,eb9,"한 가득 너의 정액으로 채워 줘..","Hãy lấp đầy bằng tinh trùng anh...?",e_semen.dtl,119
mai,eba,"그럼 난 평생.. 너의 것이니까.","Thế thì em cả đời... là của anh...",e_semen.dtl,120
mai,ebb,"..하아 하아","...Haa... haa...",e_semen.dtl,123
mai,ebc,"키스로, 침이 얽혀 거미줄처럼 늘어지고 있어.","Hôn... nước miếng quấn nhau... kéo sợi như mạng nhện...",e_semen.dtl,124
mai,ebd,"대단해.. 이렇게나 많이 싸다니..","Wow... Cậu đến nhiều quá, thật điên rồ...",e_semen.dtl,125
mai,ebe,"이 정도의 양이면.. 절대 흔적 사라질 리 없잖아..","Nhiều thế này... chắc chắn không thể nào bay hết mùi được đâu...",e_semen.dtl,126
mai,ebf,"너의 침도, 정액도, 땀도 모두 받아들여서.. 마치 하나가 된 거 같아.","Nước miếng anh, tinh trùng, mồ hôi... em đón nhận hết... như hòa làm một...",e_semen.dtl,127
mai,ec0,"으응. 너의 냄새. 절대 사라지지 않을 거야.","Ừ. Mùi anh... nhất định không bay...",e_semen.dtl,128
mai,ec1,"물론 시간이 지나면 약해지겠지만.. 그때는 지금처럼 격렬히 너의 흔적을 남겨 줘.","Chắc chắn, nó sẽ yếu đi theo thời gian nhưng... khi điều đó xảy ra, hãy để lại dấu ấn cho tôi lần nữa. Khó, giống như bây giờ.",e_semen.dtl,129
narration,ec2,"...","...",e_semen.dtl,134
mai,ec3,"아아~ 이번에도 기분 좋았어.","A~! Lần này cũng sướng!",e_semen.dtl,136
mai,ec4,"너무 꽉 끌어안아서 어깨가 결리지만.","Ôm lâu quá mỏi cả vai.",e_semen.dtl,137
choice,ec5,"그땐 엄청 흥분해서..","Lúc đó anh hưng phấn quá...",e_semen.dtl,138
mai,ec6,"응, 그래도 제법 설래던 걸. 헤헤.","Vâng, nhưng thành thật mà nói? Nó khá hồi hộp. Hehe.",e_semen.dtl,140
mai,ec7,"아, 맞다!","A, đúng rồi!",e_semen.dtl,142
mai,ec8,"위에서 떨어진 거 사실 정액이 아니야.","Cái từ trên rơi xuống, thực ra không phải tinh trùng.",e_semen.dtl,143
choice,ec9,"응? 그럼 뭐였어?","Ể? Vậy là gì...?",e_semen.dtl,144
mai,eca,"연유에 무언가를 첨가해서 최대한 비슷하게 따라한 거 같아. 달콤했으니까.","Tôi nghĩ là sữa đặc được trộn với thứ gì đó để làm cho nó trông giống nhau. Nó thật ngọt ngào.",e_semen.dtl,145
mai,ecb,"그 역장 녀석.. 우리를 놀리려고 장난을 친 거겠지?","Chắc thằng quản lý tàu giỡn tụi mình thôi ha?",e_semen.dtl,146
mai,ecc,"후훗, 그래도 너 덕분에 이젠 확실하게 구분할 수 있겠어.","Hì hì, nhưng nhờ cậu giờ tớ có thể phân biệt rồi.",e_semen.dtl,148
mai,ecd,"고마워~ 여러가지로. 자, 그럼 계속 가 볼까?","Cảm ơn, nhiều chuyện. Nào, đi tiếp chứ?",e_semen.dtl,149
mai,ece,"으응~ 이 일도 꽤 힘든 걸.","Mmm, công việc này khá vất vả nhỉ.",e_stand_sign.dtl,4
mai,ecf,"이렇게 많이 움직인 건 오랜만이야.","Đã lâu rồi tôi mới di chuyển nhiều như thế này.",e_stand_sign.dtl,5
mai,ed0,"너는 어떄? 계속 가도 되겠지?","Cậu sao? Đi tiếp được chứ...?",e_stand_sign.dtl,6
mai,ed1,"..표정을 보니 그렇지도 않나. 꽤 오래 걷긴 했지만.","…Nhìn vào mặt cậu, có lẽ không nhiều lắm. Dù sao thì chúng ta cũng đã đi bộ được một lúc rồi.",e_stand_sign.dtl,8
mai,ed2,"나는 원래 움직이는 걸 좋아했으니 아직 쌩쌩해!","Tớ vốn thích vận động, vẫn khỏe re!",e_stand_sign.dtl,9
choice,ed3,"예상은 했지만 엄청 활동적이야.","Tôi đã mong đợi điều đó, nhưng cậu đang hoạt động rất tích cực.",e_stand_sign.dtl,10
mai,ed4,"응. 운동 자주 하거든. 체력도 좋은 편이고.","Chuẩn rồi! Tôi tập thể dục rất nhiều. Có sức chịu đựng khá tốt.",e_stand_sign.dtl,11
mai,ed5,"예전엔 발레를 했어. 꽤나 유망했다? 부모님이 억지로 시키긴 했지만..","Ngày xưa tớ từng học múa ba lê đấy, cũng có triển vọng lắm đó nha. Dù hồi đó là bị bố mẹ ép học thôi...",e_stand_sign.dtl,12
mai,ed6,"덕분에 나중엔 그 반동으로 노는 걸 무지 좋아하게 되 버렸지. 하핫!","Hậu quả là sau đó tớ phát hiện ra niềm vui chơi bời thỏa thích. Haha!",e_stand_sign.dtl,14
mai,ed7,"그래도 가만히 있으면 답답하니까. 집에서 요가라던지 스트레칭은 열심히 하는 편이야.","Tại tính tớ cứ để ngồi yên một chỗ là ngứa ngáy chân tay lắm. Nên ở nhà tớ vẫn chăm tập yoga với giãn cơ đều đặn đấy.",e_stand_sign.dtl,15
mai,ed8,"봐봐, 아직 이정도로 유연하다니까?","Xem này, vẫn mềm dẻo thế này nè!",e_stand_sign.dtl,16
narration,ed9,"마이가 가볍게 한쪽 다리를 머리 위까지 올린다.","Mai dễ dàng nhấc một chân lên tận đầu.",e_stand_sign.dtl,17
mai,eda,"어때, 대단하지 않아? 이런 거 처음 보지?","Sao nào, không tuyệt sao? Có mấy đứa làm được thế này đâu ha?",e_stand_sign.dtl,19
choice,edb,"의외네. 발레라니..","Bất ngờ đấy, ballet...",e_stand_sign.dtl,20
mai,edc,"으음.. 그런 얘기 자주 들어.","Mm... Tôi hiểu điều đó rất nhiều.",e_stand_sign.dtl,21
mai,edd,"하긴, 나같은 갸루한테는 안 어울리긴 하지.","Ý tôi là, nó thực sự không hợp với một gyaru như tôi phải không.",e_stand_sign.dtl,22
mai,ede,"나도 그렇게 생각했어. 같이 발레 하던 주변 친구들은 모두 착했거든. 얌전하고.","Tớ cũng nghĩ vậy. Mấy đứa học ballet cùng ai cũng hiền lành ngoan ngoãn hết.",e_stand_sign.dtl,23
mai,edf,"발레 자체는 싫지 않았지만.. 부담이 됐달까. 잘 지내진 못했던 거 같아.","Tớ không ghét ballet... nhưng kiểu áp lực... không hòa nhập được.",e_stand_sign.dtl,24
mai,ee0,"그만둔 걸 후회하진 않는데. 만약 그때 계속해서 발레를 배웠다면..","Tôi không hối hận khi bỏ cuộc. Nhưng nếu hồi đó tôi vẫn tiếp tục tập múa ba-lê...",e_stand_sign.dtl,26
mai,ee1,"지금보다 덤벙대는 성격은 좀 줄었으려나? 여성스럽게 말이야. 레이나처럼. 히히.","Chắc tớ đỡ vụng về hơn bây giờ nhỉ? Nữ tính hơn, như Reina-chan. Haha.",e_stand_sign.dtl,28
choice,ee2,"나는 지금의 개성있는 마이가 좋아.","Tôi thích Mai độc đáo của cậu lúc này.",e_stand_sign.dtl,29
choice,ee3,"발레리나 갸루 속성은 희귀하니까.","Suy cho cùng thì sự kết hợp giữa nữ diễn viên ballet và gyaru là một thuộc tính hiếm.",e_stand_sign.dtl,30
mai,ee4,"뭐? 하하! 그게 뭐야.","Ể? Haha! Gì thế.",e_stand_sign.dtl,32
mai,ee5,"..그래도 무슨 뜻인지 알겠어.","...Nhưng vâng, tôi hiểu những gì cậu đang nói.",e_stand_sign.dtl,34
mai,ee6,"어쨌든 지나버린 일이고 그건 네가 좋아하는 나의 모습과는 거리가 있으니까.","Dù sao cũng qua rồi, với lại đó có phải con người cậu thích đâu.",e_stand_sign.dtl,35
mai,ee7,"응. 안 되지. 네가 날 좋아해주지 않으면 아무 소용 없는 걸.","Ừ. Không được. Cậu không thích tớ thì vô ích.",e_stand_sign.dtl,36
mai,ee8,"..앗!","...A!",e_stand_sign.dtl,38
mai,ee9,"또 하나 떠올랐어. 유연한 몸의 장점.","Tôi vừa nghĩ đến một lợi ích khác của việc có một cơ thể dẻo dai.",e_stand_sign.dtl,39
mai,eea,"..다양한 체위!","...Rất nhiều vị trí!",e_stand_sign.dtl,41
choice,eeb,"체위?","T-tư thế!?",e_stand_sign.dtl,42
mai,eec,"하하하! 무슨 표정이야. 아까보다 반응이 좋은걸?","Ahahaha! Có chuyện gì với khuôn mặt đó vậy? Phản ứng của cậu tốt hơn trước rất nhiều!",e_stand_sign.dtl,43
mai,eed,"말 그대로야. 몸이 유연하면 엄청 다양한 자세로 할 수 있어.","Nghĩa đen. Mềm dẻo thì làm được nhiều tư thế.",e_stand_sign.dtl,45
mai,eee,"이전에 여성 잡지에서 봤거든. 별의 별 특이한 체위가 48가지나 있더라.","Tôi đã đọc về nó trên một tạp chí dành cho phụ nữ trước đây. Có khoảng 48 vị trí hoang dã khác nhau!",e_stand_sign.dtl,46
mai,eef,"집에서 연습해 봤는데 50가지나 가능했어! ..2개는 내가 개발한 거고.","Tôi đã luyện tập ở nhà và tôi có thể làm được 50!...Hai trong số đó là do tôi tự phát minh ra.",e_stand_sign.dtl,47
mai,ef0,"그리고.. 평소에는 안 닿는 부분까지 들어온대.","Và... hình như nó có thể chạm tới những điểm mà bình thường không thể chạm tới.",e_stand_sign.dtl,48
mai,ef1,"궁금하면.. 한번 해 볼까?","Nếu cậu tò mò... muốn thử không?",e_stand_sign.dtl,50
mai,ef2,"나도 실전은 해본 적 없으니까. 기분 좋을거라 장담은 못하지만.","Tớ cũng chưa từng thử. Không đảm bảo sướng đâu...",e_stand_sign.dtl,51
choice,ef3,"직접 해보지 않으면 모르겠지.","Phải thử mới biết đúng không?",e_stand_sign.dtl,52
mai,ef4,"응, 맞는 말이야. 좋아! 어서 이리 오라고~ 내 유연함 똑똑히 보여 줄 테니까.","Ừ, chuẩn! Được, lại đây. Cho cậu xem độ dẻo của tớ.",e_stand_sign.dtl,54
mai,ef5,"응. 이렇게. 다리를 들어서..","Ừm~... thế này, giơ chân lên...",e_stand_sign.dtl,61
mai,ef6,"어때, 무겁진 않아?","Nó thế nào? Không quá nặng?",e_stand_sign.dtl,62
choice,ef7,"마이의 균형감각 덕분에..","Nhờ khả năng giữ thăng bằng của cậu, Mai...",e_stand_sign.dtl,63
choice,ef8,"전혀 무겁게 느껴지지 않아.","Không hề nặng.",e_stand_sign.dtl,64
mai,ef9,"그치? 잡아주지 않아도 서있을 수 있지만.. 이렇게 하면 더 깊이 박을 수 있으니까.","Phải ha? Không cần giữ cũng đứng được... nhưng thế này thì đâm sâu hơn.",e_stand_sign.dtl,65
mai,efa,"다리가 활짝 열려서 입구를 알기 편하지?","Mở chân rộng thế này, lối vào dễ thấy ha~?",e_stand_sign.dtl,66
mai,efb,"확실히 이 자세라면.. 더 바짝 밀착할 수 있겠어.","Thực tế mà nói, ở vị trí này... chúng ta có thể thực sự thân thiết với nhau.",e_stand_sign.dtl,67
mai,efc,"어떻게 해. 벌써부터 기대되기 시작하잖아.. 분명 기분 좋을거야.","Tôi sẽ làm gì đây? Tôi đã rất hào hứng rồi... Chắc chắn sẽ rất tuyệt vời.",e_stand_sign.dtl,68
mai,efd,"저기. 이제 참을 수 없을 거 같아..","Này... tớ nghĩ mình không nhịn nổi nữa rồi...",e_stand_sign.dtl,69
mai,efe,"어서 자지 넣어줄래? 나 유연해서, 거칠게 해도 되니까..","...Mau đút cặc vào đi? Tớ dẻo lắm, cứ mạnh bạo cũng được...?",e_stand_sign.dtl,70
mai,eff,"잔뜩 기분 좋아지자?","Hãy làm cho nhau cảm thấy thật thoải mái nhé, được không?",e_stand_sign.dtl,71
mai,f00,"하아..아아..읏..","Haa... a... ư...",e_stand_sign.dtl,73
mai,f01,"어.. 엄청 깊이 들어오는구나.. 자궁 입구까지 닿은 거 같아..","Cái... Nó đi sâu quá... Tôi nghĩ nó đang chạm vào bụng tôi...",e_stand_sign.dtl,74
mai,f02,"무척 기분 좋네 이거.. 중독되겠어.","Điều này thật điên rồ... Tôi sẽ hoàn toàn nghiện nó mất.",e_stand_sign.dtl,75
mai,f03,"하.. 하지만 확실히 아무나 할수 있는 자세는 아니구나.. 꽤나 유연성이 필요하겠어.","Ừm... nhưng đúng là tư thế này không phải ai cũng làm được... cần dẻo nhiều...",e_stand_sign.dtl,76
mai,f04,"너도 고마워 하라고? 이렇게 유연한 몸을 경험해 보긴 힘들 테니까.","Cậu phải cảm ơn đi...? Cơ thể dẻo thế này không dễ trải nghiệm đâu...",e_stand_sign.dtl,77
choice,f05,"허억.. 응.. 대단해.","Haa... ừ... tuyệt thật...",e_stand_sign.dtl,78
mai,f06,"에에?! 너 왜 그렇게 땀 범벅이야?! 어디 아파?","Hả?! Tại sao cậu lại ướt đẫm mồ hôi?! Cậu có ổn không?!",e_stand_sign.dtl,79
choice,f07,"여.. 여러 가지로 힘이.. 다해서.","S-sức lực... cạn...",e_stand_sign.dtl,80
narration,f08,"잔뜩 사정한 후의 탈력감으로 인해 다리의 힘이 풀린다. 섹스중의 흥분감이 그녀의 거친 움직임과 무게를 버텨주고 있던 것만 같다.","Cảm giác rã rời sau khi bắn tinh liên tục khiến đôi chân tôi không còn chút sức lực nào. Có vẻ như chỉ có sự hưng phấn lúc làm chuyện ấy mới giúp tôi chịu nổi chuyển động mãnh liệt và sức nặng của cô ấy.",e_stand_sign.dtl,81
mai,f09,"뭐어? 그렇게 힘들었어? 정말.. 항상 느끼지만, 운동 부족이야.","Gì thế? Khổ tới vậy á?... Trời... lúc nào cũng thấy cậu thiếu vận động.",e_stand_sign.dtl,82
choice,f0a,"선 채로 하는 건 자극이 엄청 강해..","Đứng thì kích thích mạnh quá...",e_stand_sign.dtl,83
choice,f0b,"마이의 보지가 너무 기분 좋은 게 잘못이니까..","Đó là lỗi của cậu khi có một âm hộ tuyệt vời như vậy...",e_stand_sign.dtl,84
mai,f0c,"마구 피스톤질 할때만큼은 팔팔했는데 끝나자 마자 이렇게 되다니.","Lúc nãy nện hăng say lắm mà... xong phát đổ.",e_stand_sign.dtl,85
mai,f0d,"이것보다 훨씬 고 난이도의 체위가 49개나 남았어. 모두 클리어할때까지 절대 놔 주지 않을 거야!","Còn 49 vị trí khó hơn vị trí này nhiều! Tôi sẽ không để cậu thoát khỏi khó khăn cho đến khi chúng tôi xử lý xong tất cả!",e_stand_sign.dtl,86
mai,f0e,"남은 49개 모두 마스터 할 때까지 잔뜩 섹스할 거니까. 각오해 두라고?","49 tư thế còn lại phải luyện hết... chuẩn bị tinh thần đi?",e_stand_sign.dtl,87
narration,f0f,"이번의 체위는.. 이전과는 다르게 자극하는 위치나 깊이가 새로워져서 낯선 쾌감이 몰려왔다.","Tư thế này... khác hẳn lần trước, chỗ kích thích và độ sâu mới mẻ, khoái cảm chưa từng thấy.",e_stand_sign.dtl,88
narration,f10,"마이와 함께라면 매번 지금처럼 새로운 섹스를 할 수 있는 거구나.","Với Mai, mỗi lần đều được tận hưởng sex mới.",e_stand_sign.dtl,89
narration,f11,"그러기 위해선.. 역시 체력.. 키워 둬야겠어.","Vì thế... thể lực là thiết yếu... phải rèn luyện.",e_stand_sign.dtl,90
