key,en,jp,ko,zh,cn
"<!MissingKey:3877:Seriously, Konial. This was way too dangerous. What if the train left while we were out there?>","Seriously, Konial. This was way too dangerous. What if the train left while we were out there?",コニアルさー…これ、やりすぎじゃね？この間に電車出ちゃったらどーすんのよ。,코니알도 참. 이건 너무 위험하잖아. 그 사이 전철이 출발해 버리면 어쩌려고.,柯尼亞爾也真是的，這也太危險了吧！要是那時候電車開走了怎麼辦啊。,柯尼亚尔也真是的，这也太危险了吧！要是那时候电车开走了怎么办啊。
<!MissingKey:3878:Also... personally... it's an i-item I treasure very much...!>,Also... personally... it's an i-item I treasure very much...!,『それに…個人的にも…とても大切にしている…も…物なんです…』,'또.. 개인적으로도.. 무척 아끼는 무.. 물건이거든요..',還有……這對我個人來說……也是非常珍……珍貴的東西……,还有……这对我个人来说……也是非常珍……珍贵的东西……
<!MissingKey:3879:So... the method Konial proposed to prevent what happened on Train 45...>,So... the method Konial proposed to prevent what happened on Train 45...,つまり……この45番電車の事件を防ぐために、コニアルさんが提案した方法が…,그러니까.. 이 45번 전차의 사고를 막아내기 위해 코니알이 제안한 방법이.,也就是說……為了阻止這輛45號列車的那起事件，柯尼亞爾提出的方法是……,也就是说……为了阻止这辆45号列车的那起事件，柯尼亚尔提出的方法是……
"<!MissingKey:3880:Just the other day, I was hit by a motorcycle on my way to work. I showed up that same day with a cast on my fingers and arm.>","Just the other day, I was hit by a motorcycle on my way to work. I showed up that same day with a cast on my fingers and arm.",…以前も、出勤中に対向車線のバイクに撥ねられたことがあったんです。その日は腕にギプスをしたまま出社しました。,저번에도 출근하던 중 건너편의 오토바이에 치인 적 있어요. 그날은 손가락과 팔에 깁스를 하고 출근했죠.,之前上班途中，我曾被對向的機車撞過，那天我去上班時，手指和手臂都打著石膏。,之前上班途中，我曾被对向的机车撞过，那天我去上班时，手指和手臂都打着石膏。
<!MissingKey:3881:(That's right... I am Konial... of this train...)>,(That's right... I am Konial... of this train...),(そう…我はコニアル…この電車の…),(그래.. 난 코니알.. 이 전차의..),（對……我是柯尼亞爾……這輛電車的……）,（对……我是柯尼亚尔……这辆电车的……）
<!MissingKey:3882:>,,,Idle,,
"<!MissingKey:3883:Haa... I can feel your cock pressing against my butt, getting bigger and bigger.>","Haa... I can feel your cock pressing against my butt, getting bigger and bigger.",はぁ…んっ…お尻に当たってる…あなたのおちんちんも…だんだん、大きくなってるのがわかります…,하아.. 엉덩이에 닿는 당신 자지도 점점 커지는 게 느껴져요.,哈啊……感覺到抵在屁股上的陰莖越來越大了。,哈啊……感觉到抵在屁股上的阴茎越来越大了。
<!MissingKey:3884:They're all gone... Reina.>,They're all gone... Reina.,全部消えてる…怜奈？,모두 사라졌어.. 레이나.,都不見了喔……怜奈。,都不见了喔……怜奈。
,,,,,
<!MissingKey:3886:I see... Can't be helped then. Gotta find someone else. [br]Sorry for bugging you!>,I see... Can't be helped then. Gotta find someone else. [br]Sorry for bugging you!,そっかぁ……じゃあ、しょうがないね。他の人探すわ。[br]困らせてごめんね〜,그렇구나.. 어쩔 수 없지. 다른 사람을 찾아야겠네. [br]곤란하게 해서 미안해~,這樣啊……那沒辦法了。我去找別人借好了。[br]抱歉打擾你了～,这样啊……那没办法了。我去找别人借好了。 [br]抱歉打扰你了～
<!MissingKey:3887:Haah... Now push back... Nngh?!>,Haah... Now push back... Nngh?!,はぁ…今度は押して…うぅっ？！,하아.. 다시 밀어서..으읏?!,哈啊……再推一下……嗯嗯？！,哈啊……再推一下……嗯嗯？ ！
<!MissingKey:3888:Let me make it feel even better. Nom nom... Blehhh...>,Let me make it feel even better. Nom nom... Blehhh...,もっと気持ちよくしてあげる…んぐっ…んっ…べぇ…,좀 더 기분좋아질 수 있게 해줄게. 우물우물.. 베에..,讓你更舒服一點吧……啊姆、咧哈……,让你更舒服一点吧……啊姆、咧哈……
<!MissingKey:3889:That's impossible...>,That's impossible...,そん…な馬鹿な…,말도 안되는..,這怎麼可能……,这怎么可能……
<!MissingKey:3890:Debt...?>,Debt...?,借金……ですか？,빚이라고요?,欠債？,欠债？
,,,,,
"<!MissingKey:3892:Just one thin layer of stocking in the way... But that's no problem at all, right?>","Just one thin layer of stocking in the way... But that's no problem at all, right?",薄いストッキング一枚だけだけど、これくらい問題ないよね…？,얇은 스타킹 한장이 가로막고 있지만.. 이 정도는 문제도 아니지?,雖然隔著一層薄薄的絲襪……但這種程度根本不是問題吧？,虽然隔着一层薄薄的丝袜……但这种程度根本不是问题吧？
<!MissingKey:3893:Ever? How can you be so certain?>,Ever? How can you be so certain?,…永遠に？どうしてそう断言できるんだ？,영영? 어째서 단정하는거야?,永遠？妳為什麼這麼肯定？,永远？妳为什么这么肯定？
"<!MissingKey:3894:Sorry to say, but a lot has happened since then. Far too much for some low-ranking Angel to have any space left in my memory.>","Sorry to say, but a lot has happened since then. Far too much for some low-ranking Angel to have any space left in my memory.",これまで随分いろんなことがあったんだ。下級天使ごとき、記憶に残る余地もないくらいにな。,미안하지만 그동안 무척 많은 일이 있었거든. 하급 천사따위 기억에 남을 자리도 없을 정도로.,抱歉，這段時間發生了太多事，多到連下級天使都沒有位置留在記憶裡。,抱歉，这段时间发生了太多事，多到连下级天使都没有位置留在记忆里。
"<!MissingKey:3895:We've been here for quite some time now. It should be around evening by now, yet the view outside the window...>","We've been here for quite some time now. It should be around evening by now, yet the view outside the window...",ここに来てから、結構時間が経ちましたよね。もう夜になってもいい頃のはずなのに、窓の外は…,이곳에 오고서 시간이 꽤 지났어요. 저녁 시간쯤 된 거 같은데 창밖은..,來到這裡已經過了一段時間。感覺應該已經早就是傍晚了，但窗外——,来到这里已经过了一段时间。感觉应该已经早就是傍晚了，但窗外——
<!MissingKey:3896:There's no other explanation. How else could she pinpoint my location so soon after I hijacked the train? Or how someone who just happens to know me is the one sent to capture me?>,There's no other explanation. How else could she pinpoint my location so soon after I hijacked the train? Or how someone who just happens to know me is the one sent to capture me?,そうでもなければ説明がつかん。電車を奪ってすぐに位置を突き止められたことも、よりによって我を知る奴が我を捕まえに来たことも。,그게 아니면 설명이 안된다고. 전차를 탈취한지 얼마 안되서 위치를 찾아낸 거나. 하필이면 날 알고 있는 녀석이 날 붙잡으러 온 거나.,不這麼想的話根本說不通，不管是電車剛被奪走沒多久就被找到，還是偏偏來抓我的是認識我的傢伙。,不这么想的话根本说不通，不管是电车刚被夺走没多久就被找到，还是偏偏来抓我的是认识我的家伙。
"<!MissingKey:3897:""Huh,"" he says! W-Wait. Don't tell me... You're one of those mythical ""indoor"" types? I've never actually met one!>","""Huh,"" he says! W-Wait. Don't tell me... You're one of those mythical ""indoor"" types? I've never actually met one!",へぇ、って！ま……まさか、噂の『インドア』派ってやつ？初めて見た！,헤에. 라니! 서.. 설마. 그 소문의 '인 도어'파? 처음 봤어!,「嗯哼」是什麼啦！難……難道你是傳說中的「宅男」？我還是第一次見到耶！,「嗯哼」是什么啦！难……难道你是传说中的「宅男」？我还是第一次见到耶！
<!MissingKey:3898:...It's only natural to hesitate... But if you don't decide... nothing will happen...>,...It's only natural to hesitate... But if you don't decide... nothing will happen...,…迷うのは当然ですよ…でも決断しなければ、状況は何も変わりません…,..망설이는 게 당연해요.. 하지만 결정하지 않으면.. 아무 일도 일어나지 않아요..,……猶豫是理所當然的……但如果不做決定……什麼都不會發生……,……犹豫是理所当然的……但如果不做决定……什么都不会发生……
<!MissingKey:3899:N-no way... Lamashtu... You've gone insane...>,N-no way... Lamashtu... You've gone insane...,そ…そんな…ラマシュトゥ…あなた狂ってるわ…！,마.. 말도 안돼.. 라마슈투.. 넌 미쳤어..,不、不可能……拉瑪什圖……妳瘋了……,不、不可能……拉玛什图……妳疯了……
<!MissingKey:3900:...!>,...!,…！,..!,……！,……！
,,,,,
<!MissingKey:3902:I can't stand watching that asshole use you.>,I can't stand watching that asshole use you.,あいつがお前たちを利用しようとしているのは……見過ごせない。,그 녀석이 너희를 이용하는 꼴은 못 보겠어.,我實在看不下去那傢伙利用你們。,我实在看不下去那家伙利用你们。
<!MissingKey:3903:Butler Affection 2 Event>,Butler Affection 2 Event,執事好感度2イベント,집사 호감도 2 이벤트,執事好感度2事件,执事好感度2事件
<!MissingKey:3904:What about the Tickets for Konial?>,What about the Tickets for Konial?,コニアルに渡すチケットは？,코니알에게 줄 티켓은?,那要給柯尼亞爾的票券呢？,那要给柯尼亚尔的票券呢？
